,GAME_DATE,Player_Name,MATCHUP,PTS_PROP,REB_PROP,AST_PROP,BLK_PROP,STL_PROP,3PTS_PROP,PRA_PROP,PR_PROP,PA_PROP,RA_PROP,Player_ID,SEASON_ID
5562,2022-04-20,Pat Connaughton,MIL vs. CHI,,2.5,0.5,,,,,,,,1626192.0,22021
5563,2022-04-20,Marcus Smart,BOS vs. BKN,14.5,4.5,,0.5,1.5,2.5,,,,,203935.0,22021
5564,2022-04-20,OG Anunoby,TOR vs. PHI,18.5,5.5,,,,,,,,,,22021
5565,2022-04-20,Grant Williams,BOS vs. BKN,6.5,3.5,0.5,,,,,,,,1629684.0,22021
5566,2022-04-20,Kyrie Irving,BKN @ BOS,,4.5,5.5,,,,,,,,202681.0,22021
5567,2022-04-21,Stephen Curry,GSW @ DEN,24.5,4.5,,,,,,,,,201939.0,22021
5568,2022-04-21,Nikola Jokic,DEN vs. GSW,30.5,13.5,7.5,0.5,,,,,,,203999.0,22021
5569,2022-04-21,Jordan Poole,GSW @ DEN,22.5,,3.5,,,2.5,,,,,1629673.0,22021
5570,2022-04-21,Rudy Gobert,UTH vs. DAL,13.5,,0.5,1.5,,,,,,,203497.0,22021
5571,2022-04-21,Desmond Bane,MEM @ MIN,18.5,4.5,2.5,,,,,,,,1630217.0,22021
5572,2022-04-21,Karl-Anthony Towns,MIN vs. MEM,24.5,11.5,3.5,,,1.5,,,,,1626157.0,22021
5573,2022-04-21,Reggie Bullock,DAL @ UTH,10.5,4.5,,,1.5,2.5,,,,,203493.0,22021
5574,2022-04-21,Jalen Brunson,DAL @ UTH,,6.5,5.5,,0.5,2.5,,,,,1628973.0,22021
5575,2022-04-21,Patrick Beverley,MIN vs. MEM,8.5,4.5,4.5,0.5,1.5,1.5,,,,,201976.0,22021
5576,2022-04-21,Ja Morant,MEM @ MIN,29.5,6.5,7.5,,0.5,1.5,,,,,1629630.0,22021
5577,2022-04-21,Maxi Kleber,DAL @ UTH,10.5,5.5,,,,2.5,,,,,1628467.0,22021
5578,2022-04-21,Ziaire Williams,MEM @ MIN,4.5,,,,,,,,,,1630533.0,22021
5579,2022-04-21,Jaren Jackson Jr.,MEM @ MIN,15.5,7.5,0.5,,,1.5,,,,,1628991.0,22021
5580,2022-04-21,Brandon Clarke,MEM @ MIN,,7.5,,,,,,,,,1629634.0,22021
5581,2022-04-21,Klay Thompson,GSW @ DEN,22.5,3.5,1.5,,,,,,,,202691.0,22021
5582,2022-04-21,Kyle Anderson,MEM @ MIN,8.5,,,,,,,,,,203937.0,22021
5583,2022-04-21,Aaron Gordon,DEN vs. GSW,14.5,6.5,3.5,,,1.5,,,,,203932.0,22021
5584,2022-04-21,Mike Conley,UTH vs. DAL,12.5,3.5,5.5,,1.5,1.5,,,,,201144.0,22021
5585,2022-04-21,Royce O'Neale,UTH vs. DAL,6.5,4.5,1.5,,,,,,,,1626220.0,22021
5586,2022-04-21,Dwight Powell,DAL @ UTH,6.5,3.5,0.5,,,,,,,,203939.0,22021
5587,2022-04-21,Donovan Mitchell,UTH vs. DAL,29.5,5.5,5.5,,,2.5,,,,,1628378.0,22021
5588,2022-04-21,Bryn Forbes,DEN vs. GSW,,0.5,0.5,,,0.5,,,,,1627854.0,22021
5589,2022-04-21,Jeff Green,DEN vs. GSW,,2.5,0.5,,1.5,0.5,,,,,201145.0,22021
5590,2022-04-21,Austin Rivers,DEN vs. GSW,5.5,1.5,,,0.5,,,,,,203085.0,22021
5591,2022-04-21,Monte Morris,DEN vs. GSW,11.5,2.5,4.5,,0.5,,,,,,1628420.0,22021
5592,2022-04-21,Dillon Brooks,MEM @ MIN,18.5,2.5,2.5,,0.5,1.5,,,,,1628415.0,22021
5593,2022-04-21,Tyus Jones,MEM @ MIN,,1.5,2.5,,,,,,,,1626145.0,22021
5594,2022-04-21,Dorian Finney-Smith,DAL @ UTH,,,1.5,,0.5,,,,,,1627827.0,22021
5595,2022-04-21,D'Angelo Russell,MIN vs. MEM,17.5,3.5,,,0.5,,,,,,1626156.0,22021
5596,2022-04-21,Kevon Looney,GSW @ DEN,3.5,4.5,0.5,,,,,,,,1626172.0,22021
5597,2022-04-21,Naz Reid,MIN vs. MEM,,3.5,0.5,,,,,,,,1629675.0,22021
5598,2022-04-21,Bojan Bogdanovic,UTH vs. DAL,21.5,4.5,1.5,,,2.5,,,,,202711.0,22021
5599,2022-04-21,Nemanja Bjelica,GSW @ DEN,5.5,3.5,1.5,,,,,,,,202357.0,22021
5600,2022-04-21,DeMarcus Cousins,DEN vs. GSW,5.5,3.5,0.5,0.5,,,,,,,202326.0,22021
5601,2022-04-21,Draymond Green,GSW @ DEN,8.5,7.5,7.5,0.5,,,,,,,203110.0,22021
5602,2022-04-21,Danuel House Jr.,UTH vs. DAL,,,0.5,,,,,,,,1627863.0,22021
5603,2022-04-21,Spencer Dinwiddie,DAL @ UTH,,4.5,,,1.5,1.5,,,,,203915.0,22021
5604,2022-04-21,Anthony Edwards,MIN vs. MEM,24.5,4.5,,,,3.5,,,,,1630162.0,22021
5605,2022-04-21,Andrew Wiggins,GSW @ DEN,15.5,,1.5,,0.5,1.5,,,,,203952.0,22021
5606,2022-04-21,Hassan Whiteside,UTH vs. DAL,,5.5,0.5,,,,,,,,202355.0,22021
5607,2022-04-21,Taurean Prince,MIN vs. MEM,6.5,1.5,0.5,,,,,,,,1627752.0,22021
5608,2022-04-21,Will Barton,DEN vs. GSW,15.5,5.5,3.5,,0.5,,,,,,203115.0,22021
5609,2022-04-21,Jaden McDaniels,MIN vs. MEM,7.5,3.5,0.5,,,,,,,,1630183.0,22021
5610,2022-04-21,Malik Beasley,MIN vs. MEM,11.5,,,,,2.5,,,,,1627736.0,22021
5611,2022-04-21,Bones Hyland,DEN vs. GSW,9.5,,,,,1.5,,,,,1630538.0,22021
5612,2022-04-21,Jordan Clarkson,UTH vs. DAL,,2.5,1.5,,,1.5,,,,,203903.0,22021
5613,2022-04-21,Jarred Vanderbilt,MIN vs. MEM,,5.5,0.5,,,,,,,,1629020.0,22021
5614,2022-04-21,JaMychal Green,DEN vs. GSW,,3.5,0.5,,,,,,,,203210.0,22021
5615,2022-04-22,Zach LaVine,CHI vs. MIL,22.5,4.5,4.5,,,2.5,,,,,203897.0,22021
5616,2022-04-22,DeMar DeRozan,CHI vs. MIL,29.5,5.5,4.5,,0.5,0.5,,,,,201942.0,22021
5617,2022-04-22,Trae Young,ATL vs. MIA,26.5,3.5,8.5,,0.5,2.5,,,,,1629027.0,22021
5618,2022-04-22,Bobby Portis Jr.,MIL @ CHI,10.5,7.5,0.5,,,0.5,,,,,,22021
5619,2022-04-22,Patrick Williams,CHI vs. MIL,8.5,4.5,1.5,,,0.5,,,,,1630172.0,22021
5620,2022-04-22,Herbert Jones,NOR vs. PHO,9.5,3.5,1.5,,1.5,0.5,,,,,1630529.0,22021
5621,2022-04-22,Nikola Vucevic,CHI vs. MIL,20.5,10.5,2.5,,,2.5,,,,,202696.0,22021
5622,2022-04-22,Onyeka Okongwu,ATL vs. MIA,,7.5,0.5,,,,,,,,1630168.0,22021
5623,2022-04-22,John Collins,ATL vs. MIA,13.5,9.5,1.5,,,0.5,,,,,1628381.0,22021
5624,2022-04-22,Brook Lopez,MIL @ CHI,16.5,5.5,0.5,1.5,,,,,,,201572.0,22021
5625,2022-04-22,Alex Caruso,CHI vs. MIL,7.5,3.5,4.5,,1.5,,,,,,1627936.0,22021
5626,2022-04-22,Wesley Matthews,MIL @ CHI,6.5,2.5,1.5,,,1.5,,,,,202083.0,22021
5627,2022-04-22,Gabe Vincent,MIA @ ATL,,,1.5,,,1.5,,,,,1629216.0,22021
5628,2022-04-22,Tyler Herro,MIA @ ATL,17.5,4.5,3.5,,,,,,,,1629639.0,22021
5629,2022-04-22,Mikal Bridges,PHO @ NOR,17.5,,1.5,,0.5,1.5,,,,,1628969.0,22021
5630,2022-04-22,Giannis Antetokounmpo,MIL @ CHI,34.5,13.5,6.5,1.5,1.5,0.5,,,,,203507.0,22021
5631,2022-04-22,Jonas Valanciunas,NOR vs. PHO,16.5,12.5,2.5,,,,,,,,202685.0,22021
5632,2022-04-22,Jimmy Butler,MIA @ ATL,24.5,6.5,4.5,,1.5,,,,,,202710.0,22021
5633,2022-04-22,Danilo Gallinari,ATL vs. MIA,12.5,4.5,1.5,,,1.5,,,,,201568.0,22021
5634,2022-04-22,Bogdan Bogdanovic,ATL vs. MIA,16.5,3.5,2.5,,,2.5,,,,,203992.0,22021
5635,2022-04-22,JaVale McGee,PHO @ NOR,6.5,4.5,,,,,,,,,201580.0,22021
5636,2022-04-22,Jose Alvarado,NOR vs. PHO,5.5,1.5,1.5,,,,,,,,1630631.0,22021
5637,2022-04-22,De'Andre Hunter,ATL vs. MIA,13.5,4.5,,,0.5,1.5,,,,,1629631.0,22021
5638,2022-04-22,P.J. Tucker,MIA @ ATL,5.5,4.5,1.5,,0.5,0.5,,,,,200782.0,22021
5639,2022-04-22,Deandre Ayton,PHO @ NOR,19.5,,1.5,0.5,,,,,,,1629028.0,22021
5640,2022-04-22,Delon Wright,ATL vs. MIA,,2.5,2.5,,,,,,,,1626153.0,22021
5641,2022-04-22,Kevin Huerter,ATL vs. MIA,11.5,,2.5,,0.5,,,,,,1628989.0,22021
5642,2022-04-22,Jaxson Hayes,NOR vs. PHO,,3.5,0.5,,,,,,,,1629637.0,22021
5643,2022-04-22,Trey Murphy III,NOR vs. PHO,7.5,2.5,0.5,,,1.5,,,,,1630530.0,22021
5644,2022-04-22,CJ McCollum,NOR vs. PHO,24.5,4.5,,,0.5,2.5,,,,,203468.0,22021
5645,2022-04-22,Kyle Lowry,MIA @ ATL,,3.5,6.5,0.5,0.5,2.5,,,,,200768.0,22021
5646,2022-04-22,Brandon Ingram,NOR vs. PHO,24.5,,5.5,,,1.5,,,,,1627742.0,22021
5647,2022-04-22,Bam Adebayo,MIA @ ATL,16.5,8.5,3.5,0.5,1.5,,,,,,1628389.0,22021
5648,2022-04-22,Cameron Johnson,PHO @ NOR,15.5,,1.5,,,2.5,,,,,1629661.0,22021
5649,2022-04-22,Cameron Payne,PHO @ NOR,7.5,1.5,3.5,,,,,,,,1626166.0,22021
5650,2022-04-22,Larry Nance Jr.,NOR vs. PHO,,5.5,1.5,,,,,,,,1626204.0,22021
5651,2022-04-22,Jae Crowder,PHO @ NOR,9.5,5.5,1.5,,1.5,1.5,,,,,203109.0,22021
5652,2022-04-22,Chris Paul,PHO @ NOR,,,12.5,,1.5,,,,,,101108.0,22021
5653,2022-04-22,Jrue Holiday,MIL @ CHI,21.5,4.5,8.5,,1.5,2.5,,,,,201950.0,22021
5654,2022-04-22,Max Strus,MIA @ ATL,11.5,2.5,1.5,,,2.5,,,,,1629622.0,22021
5655,2022-04-22,Dewayne Dedmon,MIA @ ATL,,4.5,0.5,,,,,,,,203473.0,22021
5656,2022-04-23,Luka Doncic,DAL @ UTH,24.5,,,,,,,,,,1629029.0,22021
5657,2022-04-23,Desmond Bane,MEM @ MIN,18.5,,2.5,,,3.5,,,,,1630217.0,22021
5658,2022-04-23,Karl-Anthony Towns,MIN vs. MEM,22.5,,2.5,,0.5,1.5,,,,,1626157.0,22021
5659,2022-04-23,Daniel Theis,BOS @ BKN,8.5,,,,,,,,,,1628464.0,22021
5660,2022-04-23,Jaylen Brown,BOS @ BKN,24.5,5.5,3.5,,,2.5,,,,,1627759.0,22021
5661,2022-04-23,Joel Embiid,PHI @ TOR,29.5,11.5,,1.5,0.5,,,,,,203954.0,22021
5662,2022-04-23,Jayson Tatum,BOS @ BKN,28.5,,5.5,0.5,1.5,,,,,,1628369.0,22021
5663,2022-04-23,Bojan Bogdanovic,UTH vs. DAL,22.5,5.5,1.5,,,,,,,,202711.0,22021
5664,2022-04-23,D'Angelo Russell,MIN vs. MEM,18.5,,7.5,,1.5,2.5,,,,,1626156.0,22021
5665,2022-04-23,Ja Morant,MEM @ MIN,28.5,7.5,8.5,,,1.5,,,,,1629630.0,22021
5666,2022-04-23,Tobias Harris,PHI @ TOR,15.5,6.5,,,,,,,,,202699.0,22021
5667,2022-04-23,Rudy Gobert,UTH vs. DAL,13.5,15.5,0.5,,,,,,,,203497.0,22021
5668,2022-04-23,Jordan Clarkson,UTH vs. DAL,13.5,2.5,1.5,,,1.5,,,,,203903.0,22021
5669,2022-04-23,Spencer Dinwiddie,DAL @ UTH,14.5,3.5,,,,,,,,,203915.0,22021
5670,2022-04-23,Kevin Durant,BKN vs. BOS,29.5,7.5,5.5,0.5,1.5,1.5,,,,,201142.0,22021
5671,2022-04-23,Derrick White,BOS @ BKN,,1.5,1.5,,,0.5,,,,,1628401.0,22021
5672,2022-04-23,James Harden,PHI @ TOR,19.5,6.5,9.5,,1.5,,,,,,201935.0,22021
5673,2022-04-23,Jaren Jackson Jr.,MEM @ MIN,14.5,7.5,0.5,,,,,,,,1628991.0,22021
5674,2022-04-23,Reggie Bullock,DAL @ UTH,10.5,4.5,,,,2.5,,,,,203493.0,22021
5675,2022-04-23,Jalen Brunson,DAL @ UTH,21.5,,3.5,,,,,,,,1628973.0,22021
5676,2022-04-23,Fred VanVleet,TOR vs. PHI,18.5,,7.5,,,,,,,,1627832.0,22021
5677,2022-04-23,Donovan Mitchell,UTH vs. DAL,30.5,,,,,2.5,,,,,1628378.0,22021
5678,2022-04-23,Mike Conley,UTH vs. DAL,13.5,,5.5,,,1.5,,,,,201144.0,22021
5679,2022-04-23,Jarred Vanderbilt,MIN vs. MEM,5.5,7.5,0.5,0.5,0.5,,,,,,1629020.0,22021
5680,2022-04-23,Pascal Siakam,TOR vs. PHI,22.5,8.5,4.5,,1.5,0.5,,,,,1627783.0,22021
5681,2022-04-23,Kyrie Irving,BKN vs. BOS,27.5,4.5,,,,,,,,,202681.0,22021
5682,2022-04-23,Al Horford,BOS @ BKN,11.5,8.5,2.5,,0.5,,,,,,201143.0,22021
5683,2022-04-23,Patrick Beverley,MIN vs. MEM,10.5,4.5,4.5,0.5,,1.5,,,,,201976.0,22021
5684,2022-04-23,Malik Beasley,MIN vs. MEM,10.5,,,,,2.5,,,,,1627736.0,22021
5685,2022-04-23,Royce O'Neale,UTH vs. DAL,5.5,,1.5,,,,,,,,1626220.0,22021
5686,2022-04-23,Anthony Edwards,MIN vs. MEM,23.5,,3.5,0.5,,,,,,,1630162.0,22021
5687,2022-04-23,Seth Curry,BKN vs. BOS,11.5,,1.5,,0.5,,,,,,203552.0,22021
5688,2022-04-23,Danny Green,PHI @ TOR,8.5,,1.5,,,,,,,,201980.0,22021
5689,2022-04-23,Dorian Finney-Smith,DAL @ UTH,12.5,4.5,1.5,,,,,,,,1627827.0,22021
5690,2022-04-23,Goran Dragic,BKN vs. BOS,8.5,,1.5,,,1.5,,,,,201609.0,22021
5691,2022-04-23,Georges Niang,PHI @ TOR,,1.5,,,,,,,,,1627777.0,22021
5692,2022-04-23,Andre Drummond,BKN vs. BOS,7.5,,0.5,0.5,,,,,,,203083.0,22021
5693,2022-04-23,Nic Claxton,BKN vs. BOS,7.5,,0.5,,,,,,,,1629651.0,22021
5694,2022-04-23,OG Anunoby,TOR vs. PHI,19.5,5.5,,,,,,,,,,22021
5695,2022-04-23,Precious Achiuwa,TOR vs. PHI,,5.5,0.5,,,,,,,,1630173.0,22021
5696,2022-04-23,Marcus Smart,BOS @ BKN,14.5,3.5,5.5,,1.5,2.5,,,,,203935.0,22021
5697,2022-04-23,Robert Williams III,BOS @ BKN,,,0.5,,,,,,,,1629057.0,22021
5698,2022-04-23,Jaden McDaniels,MIN vs. MEM,,2.5,0.5,0.5,,0.5,,,,,1630183.0,22021
5699,2022-04-23,Dwight Powell,DAL @ UTH,5.5,3.5,,,,,,,,,203939.0,22021
5700,2022-04-23,Danuel House Jr.,UTH vs. DAL,,2.5,0.5,,,,,,,,1627863.0,22021
5701,2022-04-23,Dillon Brooks,MEM @ MIN,,,2.5,,,1.5,,,,,1628415.0,22021
5702,2022-04-23,Bruce Brown Jr.,BKN vs. BOS,13.5,6.5,3.5,0.5,,1.5,,,,,,22021
5703,2022-04-23,Maxi Kleber,DAL @ UTH,,5.5,1.5,,,,,,,,1628467.0,22021
5704,2022-04-23,Tyrese Maxey,PHI @ TOR,18.5,,,,0.5,2.5,,,,,1630178.0,22021
5705,2022-04-23,Patty Mills,BKN vs. BOS,,0.5,,,,,,,,,201988.0,22021
5706,2022-04-23,Chris Boucher,TOR vs. PHI,,,0.5,,,,,,,,1628449.0,22021
5707,2022-04-23,Grant Williams,BOS @ BKN,,,0.5,,,,,,,,1629684.0,22021
5708,2022-04-23,Gary Trent Jr.,TOR vs. PHI,,,1.5,,,,,,,,1629018.0,22021
5709,2022-04-24,DeMar DeRozan,CHI vs. MIL,28.5,5.5,4.5,,0.5,0.5,,,,,201942.0,22021
5710,2022-04-24,Bryn Forbes,DEN vs. GSW,5.5,,,,,,,,,,1627854.0,22021
5711,2022-04-24,Landry Shamet,PHO @ NOR,7.5,,,,,1.5,,,,,1629013.0,22021
5712,2022-04-24,Patrick Williams,CHI vs. MIL,7.5,4.5,1.5,,0.5,0.5,,,,,1630172.0,22021
5713,2022-04-24,Grayson Allen,MIL @ CHI,8.5,2.5,0.5,,,1.5,,,,,1628960.0,22021
5714,2022-04-24,Jae Crowder,PHO @ NOR,9.5,5.5,5.5,,,1.5,,,,,203109.0,22021
5715,2022-04-24,Jeff Green,DEN vs. GSW,5.5,,0.5,,0.5,,,,,,201145.0,22021
5716,2022-04-24,Otto Porter Jr.,GSW @ DEN,5.5,3.5,,,,0.5,,,,,203490.0,22021
5717,2022-04-24,Tyler Herro,MIA @ ATL,18.5,4.5,4.5,,,2.5,,,,,1629639.0,22021
5718,2022-04-24,Andrew Wiggins,GSW @ DEN,13.5,,1.5,1.5,0.5,1.5,,,,,203952.0,22021
5719,2022-04-24,Bogdan Bogdanovic,ATL vs. MIA,16.5,,2.5,,,2.5,,,,,203992.0,22021
5720,2022-04-24,Nikola Vucevic,CHI vs. MIL,19.5,10.5,2.5,,,2.5,,,,,202696.0,22021
5721,2022-04-24,Bones Hyland,DEN vs. GSW,8.5,1.5,2.5,,0.5,1.5,,,,,1630538.0,22021
5722,2022-04-24,Wesley Matthews,MIL @ CHI,6.5,2.5,1.5,,,1.5,,,,,202083.0,22021
5723,2022-04-24,Nikola Jokic,DEN vs. GSW,30.5,14.5,6.5,0.5,1.5,,,,,,203999.0,22021
5724,2022-04-24,Alex Caruso,CHI vs. MIL,7.5,3.5,3.5,,1.5,,,,,,1627936.0,22021
5725,2022-04-24,Herbert Jones,NOR vs. PHO,10.5,3.5,4.5,,,0.5,,,,,1630529.0,22021
5726,2022-04-24,Trey Murphy III,NOR vs. PHO,6.5,2.5,0.5,,,1.5,,,,,1630530.0,22021
5727,2022-04-24,Klay Thompson,GSW @ DEN,22.5,,1.5,,,3.5,,,,,202691.0,22021
5728,2022-04-24,Stephen Curry,GSW @ DEN,24.5,4.5,4.5,,,,,,,,201939.0,22021
5729,2022-04-24,Jaxson Hayes,NOR vs. PHO,6.5,3.5,,,,,,,,,1629637.0,22021
5730,2022-04-24,Jordan Poole,GSW @ DEN,22.5,3.5,3.5,,1.5,2.5,,,,,1629673.0,22021
5731,2022-04-24,Chris Paul,PHO @ NOR,,3.5,12.5,,1.5,1.5,,,,,101108.0,22021
5732,2022-04-24,Jose Alvarado,NOR vs. PHO,5.5,,1.5,,,,,,,,1630631.0,22021
5733,2022-04-24,Larry Nance Jr.,NOR vs. PHO,7.5,5.5,,,,,,,,,1626204.0,22021
5734,2022-04-24,Zach LaVine,CHI vs. MIL,,4.5,,,0.5,2.5,,,,,203897.0,22021
5735,2022-04-24,Jimmy Butler,MIA @ ATL,24.5,,7.5,,1.5,,,,,,202710.0,22021
5736,2022-04-24,Brook Lopez,MIL @ CHI,15.5,4.5,0.5,1.5,,,,,,,201572.0,22021
5737,2022-04-24,Dewayne Dedmon,MIA @ ATL,,3.5,,,,,,,,,203473.0,22021
5738,2022-04-24,Jonas Valanciunas,NOR vs. PHO,15.5,11.5,2.5,,,,,,,,202685.0,22021
5739,2022-04-24,Jrue Holiday,MIL @ CHI,19.5,5.5,8.5,,,1.5,,,,,201950.0,22021
5740,2022-04-24,Mikal Bridges,PHO @ NOR,16.5,,1.5,,0.5,,,,,,1628969.0,22021
5741,2022-04-24,Cameron Johnson,PHO @ NOR,13.5,3.5,,,0.5,,,,,,1629661.0,22021
5742,2022-04-24,Giannis Antetokounmpo,MIL @ CHI,33.5,13.5,7.5,,1.5,0.5,,,,,203507.0,22021
5743,2022-04-24,Bobby Portis Jr.,MIL @ CHI,13.5,,0.5,,,,,,,,,22021
5744,2022-04-24,Deandre Ayton,PHO @ NOR,20.5,10.5,1.5,0.5,0.5,,,,,,1629028.0,22021
5745,2022-04-24,Max Strus,MIA @ ATL,12.5,2.5,1.5,,,2.5,,,,,1629622.0,22021
5746,2022-04-24,CJ McCollum,NOR vs. PHO,,4.5,,,1.5,2.5,,,,,203468.0,22021
5747,2022-04-24,Will Barton,DEN vs. GSW,14.5,,4.5,,0.5,2.5,,,,,203115.0,22021
5748,2022-04-24,Aaron Gordon,DEN vs. GSW,14.5,6.5,1.5,,,1.5,,,,,203932.0,22021
5749,2022-04-24,Draymond Green,GSW @ DEN,7.5,,7.5,0.5,,,,,,,203110.0,22021
5750,2022-04-24,Bam Adebayo,MIA @ ATL,16.5,,,0.5,1.5,,,,,,1628389.0,22021
5751,2022-04-24,Kevin Huerter,ATL vs. MIA,11.5,3.5,,,,2.5,,,,,1628989.0,22021
5752,2022-04-24,Danilo Gallinari,ATL vs. MIA,,3.5,0.5,,,,,,,,201568.0,22021
5753,2022-04-24,Austin Rivers,DEN vs. GSW,,,1.5,,1.5,0.5,,,,,203085.0,22021
5754,2022-04-24,JaMychal Green,DEN vs. GSW,4.5,,0.5,0.5,,,,,,,203210.0,22021
5755,2022-04-24,Cameron Payne,PHO @ NOR,6.5,1.5,2.5,,,,,,,,1626166.0,22021
5756,2022-04-24,Trae Young,ATL vs. MIA,,,9.5,,0.5,2.5,,,,,1629027.0,22021
5757,2022-04-24,Andre Iguodala,GSW @ DEN,,,1.5,,,,,,,,2738.0,22021
5758,2022-04-24,DeMarcus Cousins,DEN vs. GSW,6.5,3.5,0.5,0.5,,,,,,,202326.0,22021
5759,2022-04-24,P.J. Tucker,MIA @ ATL,6.5,5.5,1.5,,0.5,0.5,,,,,200782.0,22021
5760,2022-04-24,Pat Connaughton,MIL @ CHI,9.5,3.5,0.5,,,1.5,,,,,1626192.0,22021
5761,2022-04-24,John Collins,ATL vs. MIA,,6.5,,,,0.5,,,,,1628381.0,22021
5762,2022-04-24,Monte Morris,DEN vs. GSW,11.5,2.5,4.5,,0.5,,,,,,1628420.0,22021
5763,2022-04-24,JaVale McGee,PHO @ NOR,,4.5,,,,,,,,,201580.0,22021
5764,2022-04-24,De'Andre Hunter,ATL vs. MIA,13.5,3.5,,,,,,,,,1629631.0,22021
5765,2022-04-24,Brandon Ingram,NOR vs. PHO,26.5,6.5,5.5,,0.5,1.5,,,,,1627742.0,22021
5766,2022-04-24,Kevon Looney,GSW @ DEN,,3.5,0.5,,,,,,,,1626172.0,22021
5767,2022-04-24,Gabe Vincent,MIA @ ATL,9.5,1.5,,,,,,,,,1629216.0,22021
5768,2022-04-24,Duncan Robinson,MIA @ ATL,,,0.5,,,,,,,,1629130.0,22021
5769,2022-04-24,Coby White,CHI vs. MIL,,1.5,1.5,,,,,,,,1629632.0,22021
5770,2022-04-24,Gary Payton II,GSW @ DEN,,,0.5,,,,,,,,1627780.0,22021
5771,2022-04-25,Nic Claxton,BKN vs. BOS,12.5,,0.5,,,,,,,,1629651.0,22021
5772,2022-04-25,Jayson Tatum,BOS @ BKN,31.5,6.5,,,1.5,3.5,,,,,1628369.0,22021
5773,2022-04-25,Joel Embiid,PHI vs. TOR,27.5,12.5,2.5,,,1.5,,,,,203954.0,22021
5774,2022-04-25,Seth Curry,BKN vs. BOS,10.5,2.5,1.5,,,2.5,,,,,203552.0,22021
5775,2022-04-25,Jalen Brunson,DAL vs. UTH,20.5,4.5,,,,1.5,,,,,1628973.0,22021
5776,2022-04-25,Luka Doncic,DAL vs. UTH,30.5,8.5,7.5,,1.5,3.5,,,,,1629029.0,22021
5777,2022-04-25,Jordan Clarkson,UTH @ DAL,14.5,2.5,1.5,,,1.5,,,,,203903.0,22021
5778,2022-04-25,Andre Drummond,BKN vs. BOS,6.5,,,,,,,,,,203083.0,22021
5779,2022-04-25,Precious Achiuwa,TOR @ PHI,11.5,4.5,1.5,,,1.5,,,,,1630173.0,22021
5780,2022-04-25,Kevin Durant,BKN vs. BOS,28.5,7.5,5.5,0.5,1.5,1.5,,,,,201142.0,22021
5781,2022-04-25,Spencer Dinwiddie,DAL vs. UTH,10.5,2.5,2.5,,,1.5,,,,,203915.0,22021
5782,2022-04-25,Tobias Harris,PHI vs. TOR,14.5,8.5,2.5,,,1.5,,,,,202699.0,22021
5783,2022-04-25,Bojan Bogdanovic,UTH @ DAL,18.5,4.5,,,,2.5,,,,,202711.0,22021
5784,2022-04-25,Daniel Theis,BOS @ BKN,6.5,4.5,0.5,,,,,,,,1628464.0,22021
5785,2022-04-25,Kyrie Irving,BKN vs. BOS,26.5,4.5,,,1.5,2.5,,,,,202681.0,22021
5786,2022-04-25,Marcus Smart,BOS @ BKN,14.5,3.5,6.5,,1.5,2.5,,,,,203935.0,22021
5787,2022-04-25,Reggie Bullock,DAL vs. UTH,10.5,4.5,1.5,,,2.5,,,,,203493.0,22021
5788,2022-04-25,Royce O'Neale,UTH @ DAL,5.5,4.5,,,1.5,1.5,,,,,1626220.0,22021
5789,2022-04-25,Patty Mills,BKN vs. BOS,5.5,0.5,,,,,,,,,201988.0,22021
5790,2022-04-25,Thaddeus Young,TOR @ PHI,,4.5,1.5,,,,,,,,201152.0,22021
5791,2022-04-25,Danuel House Jr.,UTH @ DAL,3.5,1.5,0.5,,,,,,,,1627863.0,22021
5792,2022-04-25,Donovan Mitchell,UTH @ DAL,28.5,,,,0.5,2.5,,,,,1628378.0,22021
5793,2022-04-25,Scottie Barnes,TOR @ PHI,12.5,6.5,3.5,,,0.5,,,,,1630567.0,22021
5794,2022-04-25,Pascal Siakam,TOR @ PHI,24.5,8.5,5.5,,1.5,0.5,,,,,1627783.0,22021
5795,2022-04-25,Derrick White,BOS @ BKN,,1.5,,,,,,,,,1628401.0,22021
5796,2022-04-25,Hassan Whiteside,UTH @ DAL,,4.5,,,,,,,,,202355.0,22021
5797,2022-04-25,Tyrese Maxey,PHI vs. TOR,18.5,3.5,3.5,,0.5,2.5,,,,,1630178.0,22021
5798,2022-04-25,Al Horford,BOS @ BKN,9.5,7.5,2.5,,,1.5,,,,,201143.0,22021
5799,2022-04-25,Rudy Gobert,UTH @ DAL,13.5,14.5,0.5,1.5,,,,,,,203497.0,22021
5800,2022-04-25,Bruce Brown Jr.,BKN vs. BOS,,,3.5,0.5,,1.5,,,,,,22021
5801,2022-04-25,Dorian Finney-Smith,DAL vs. UTH,11.5,4.5,1.5,,0.5,,,,,,1627827.0,22021
5802,2022-04-25,Danny Green,PHI vs. TOR,7.5,3.5,1.5,,,1.5,,,,,201980.0,22021
5803,2022-04-25,Georges Niang,PHI vs. TOR,4.5,1.5,0.5,,,,,,,,1627777.0,22021
5804,2022-04-25,Gary Trent Jr.,TOR @ PHI,19.5,2.5,1.5,,,2.5,,,,,1629018.0,22021
5805,2022-04-25,Maxi Kleber,DAL vs. UTH,6.5,,0.5,,,0.5,,,,,1628467.0,22021
5806,2022-04-25,James Harden,PHI vs. TOR,21.5,6.5,9.5,,1.5,2.5,,,,,201935.0,22021
