,GAME_DATE,Player_Name,MATCHUP,PTS_PROP,REB_PROP,AST_PROP,BLK_PROP,STL_PROP,3PTS_PROP,PRA_PROP,PR_PROP,PA_PROP,RA_PROP,Player_ID,SEASON_ID
10621,2022-12-04,Buddy Hield,IND @ POR,18.5,3.5,,0.5,1.5,,27.5,22.5,23.5,9.5,1627741.0,22022
10622,2022-12-04,Jordan Goodwin,WAS vs. LAL,5.5,3.5,1.5,,0.5,0.5,11.5,9.5,7.5,5.5,1630692.0,22022
10623,2022-12-04,T.J. Warren,BKN vs. BOS,,3.5,0.5,0.5,0.5,0.5,13.5,,10.5,,203933.0,22022
10624,2022-12-04,Ja Morant,MEM @ DET,28.5,6.5,8.5,,1.5,1.5,43.5,35.5,37.5,15.5,1629630.0,22022
10625,2022-12-04,Joe Harris,BKN vs. BOS,10.5,3.5,1.5,0.5,0.5,2.5,17.5,15.5,13.5,5.5,203925.0,22022
10626,2022-12-04,Patrick Williams,CHI @ SAC,8.5,4.5,0.5,0.5,0.5,0.5,15.5,14.5,10.5,5.5,1630172.0,22022
10627,2022-12-04,Donovan Mitchell,CLE @ NYK,27.5,3.5,,0.5,1.5,3.5,35.5,29.5,29.5,8.5,1628378.0,22022
10628,2022-12-04,Jalen Brunson,NYK vs. CLE,20.5,3.5,5.5,0.5,0.5,1.5,30.5,24.5,26.5,,1628973.0,22022
10629,2022-12-04,Davion Mitchell,SAC vs. CHI,6.5,1.5,2.5,0.5,0.5,0.5,10.5,8.5,9.5,3.5,1630558.0,22022
10630,2022-12-04,Kyle Kuzma,WAS vs. LAL,21.5,,,0.5,0.5,2.5,32.5,29.5,24.5,11.5,1628398.0,22022
10631,2022-12-04,Lamar Stevens,CLE @ NYK,8.5,3.5,0.5,0.5,0.5,,12.5,11.5,8.5,4.5,1630205.0,22022
10632,2022-12-04,Deni Avdija,WAS vs. LAL,8.5,5.5,2.5,0.5,0.5,0.5,16.5,13.5,10.5,7.5,1630166.0,22022
10633,2022-12-04,Zach Collins,SAS vs. PHO,10.5,6.5,2.5,0.5,,0.5,19.5,17.5,13.5,9.5,1628380.0,22022
10634,2022-12-04,Malcolm Brogdon,BOS @ BKN,14.5,4.5,4.5,0.5,0.5,,23.5,19.5,19.5,8.5,1627763.0,22022
10635,2022-12-04,Grant Williams,BOS @ BKN,8.5,4.5,,0.5,0.5,1.5,14.5,13.5,10.5,7.5,1629684.0,22022
10636,2022-12-04,Jusuf Nurkic,POR vs. IND,14.5,10.5,2.5,0.5,0.5,,28.5,25.5,17.5,13.5,203994.0,22022
10637,2022-12-04,Myles Turner,IND @ POR,15.5,8.5,,2.5,0.5,1.5,25.5,23.5,17.5,9.5,1626167.0,22022
10638,2022-12-04,Dillon Brooks,MEM @ DET,18.5,3.5,2.5,0.5,0.5,2.5,25.5,22.5,22.5,7.5,1628415.0,22022
10639,2022-12-04,Anfernee Simons,POR vs. IND,24.5,2.5,3.5,0.5,0.5,3.5,29.5,27.5,28.5,6.5,1629014.0,22022
10640,2022-12-04,Keldon Johnson,SAS vs. PHO,21.5,5.5,3.5,0.5,0.5,,30.5,27.5,24.5,,1629640.0,22022
10641,2022-12-04,Jerami Grant,POR vs. IND,21.5,4.5,2.5,0.5,0.5,2.5,28.5,25.5,24.5,6.5,203924.0,22022
10642,2022-12-04,Jaden Ivey,DET vs. MEM,16.5,3.5,4.5,,0.5,1.5,25.5,20.5,21.5,8.5,1631093.0,22022
10643,2022-12-04,Tre Jones,SAS vs. PHO,13.5,,,0.5,1.5,0.5,24.5,17.5,20.5,11.5,1630200.0,22022
10644,2022-12-04,Jaren Jackson Jr.,MEM @ DET,16.5,6.5,0.5,2.5,0.5,1.5,24.5,24.5,18.5,7.5,1628991.0,22022
10645,2022-12-04,Derrick White,BOS @ BKN,11.5,2.5,3.5,0.5,0.5,1.5,18.5,15.5,16.5,,1628401.0,22022
10646,2022-12-04,Aaron Gordon,DEN @ NOR,14.5,6.5,1.5,0.5,0.5,1.5,23.5,21.5,16.5,8.5,203932.0,22022
10647,2022-12-04,Cameron Payne,PHO @ SAS,15.5,2.5,7.5,0.5,1.5,2.5,26.5,18.5,23.5,10.5,1626166.0,22022
10648,2022-12-04,Jamal Murray,DEN @ NOR,20.5,3.5,5.5,0.5,0.5,2.5,29.5,23.5,25.5,9.5,1627750.0,22022
10649,2022-12-04,Anthony Davis,LAL @ WAS,27.5,12.5,2.5,1.5,0.5,,42.5,39.5,28.5,14.5,203076.0,22022
10650,2022-12-04,Monte Morris,WAS vs. LAL,9.5,3.5,4.5,0.5,0.5,1.5,18.5,,14.5,,1628420.0,22022
10651,2022-12-04,Julius Randle,NYK vs. CLE,20.5,7.5,3.5,0.5,0.5,1.5,31.5,28.5,23.5,11.5,203944.0,22022
10652,2022-12-04,CJ McCollum,NOR vs. DEN,,3.5,,,0.5,2.5,,,,10.5,203468.0,22022
10653,2022-12-04,Nikola Vucevic,CHI @ SAC,15.5,10.5,2.5,0.5,0.5,1.5,29.5,26.5,18.5,12.5,202696.0,22022
10654,2022-12-04,Evan Mobley,CLE @ NYK,15.5,10.5,2.5,1.5,0.5,0.5,28.5,25.5,17.5,12.5,1630596.0,22022
10655,2022-12-04,Darius Garland,CLE @ NYK,22.5,2.5,8.5,0.5,0.5,2.5,34.5,23.5,30.5,11.5,1629636.0,22022
10656,2022-12-04,Jaylen Brown,BOS @ BKN,25.5,5.5,,0.5,0.5,2.5,35.5,31.5,29.5,10.5,1627759.0,22022
10657,2022-12-04,Quentin Grimes,NYK vs. CLE,8.5,3.5,,0.5,0.5,1.5,14.5,12.5,,5.5,1629656.0,22022
10658,2022-12-04,Will Barton,WAS vs. LAL,,,,0.5,0.5,0.5,,,,,203115.0,22022
10659,2022-12-04,Royce O'Neale,BKN vs. BOS,8.5,5.5,4.5,0.5,0.5,1.5,18.5,14.5,13.5,9.5,1626220.0,22022
10660,2022-12-04,Domantas Sabonis,SAC vs. CHI,18.5,,6.5,0.5,0.5,0.5,37.5,29.5,24.5,17.5,1627734.0,22022
10661,2022-12-04,Jalen Smith,IND @ POR,11.5,6.5,1.5,0.5,0.5,1.5,20.5,18.5,13.5,,1630188.0,22022
10662,2022-12-04,Cedi Osman,CLE @ NYK,7.5,2.5,1.5,0.5,0.5,1.5,11.5,10.5,9.5,,1626224.0,22022
10663,2022-12-04,Bojan Bogdanovic,DET vs. MEM,19.5,3.5,2.5,0.5,,1.5,25.5,23.5,21.5,6.5,202711.0,22022
10664,2022-12-04,DeMar DeRozan,CHI @ SAC,26.5,4.5,4.5,0.5,1.5,,37.5,,31.5,9.5,201942.0,22022
10665,2022-12-04,Bruce Brown Jr.,DEN @ NOR,12.5,4.5,,0.5,1.5,1.5,21.5,,16.5,9.5,,22022
10666,2022-12-04,Nic Claxton,BKN vs. BOS,11.5,9.5,1.5,1.5,0.5,,21.5,20.5,12.5,10.5,1629651.0,22022
10667,2022-12-04,Lonnie Walker IV,LAL @ WAS,15.5,2.5,1.5,1.5,0.5,2.5,19.5,,16.5,,1629022.0,22022
10668,2022-12-04,Seth Curry,BKN vs. BOS,9.5,2.5,2.5,0.5,,1.5,14.5,11.5,11.5,4.5,203552.0,22022
10669,2022-12-04,Bradley Beal,WAS vs. LAL,24.5,4.5,5.5,0.5,1.5,1.5,34.5,28.5,30.5,10.5,203078.0,22022
10670,2022-12-04,Andrew Nembhard,IND @ POR,,3.5,,0.5,1.5,,,,,,1629614.0,22022
10671,2022-12-04,Mitchell Robinson,NYK vs. CLE,8.5,8.5,0.5,1.5,0.5,,17.5,16.5,8.5,9.5,1629011.0,22022
10672,2022-12-04,RJ Barrett,NYK vs. CLE,18.5,4.5,2.5,0.5,0.5,1.5,26.5,23.5,21.5,7.5,1629628.0,22022
10673,2022-12-04,Isaiah Stewart,DET vs. MEM,11.5,8.5,1.5,0.5,0.5,1.5,20.5,19.5,12.5,9.5,1630191.0,22022
10674,2022-12-04,Kyrie Irving,BKN vs. BOS,24.5,4.5,,,1.5,2.5,33.5,,,9.5,202681.0,22022
10675,2022-12-04,Kristaps Porzingis,WAS vs. LAL,22.5,9.5,2.5,1.5,0.5,1.5,34.5,31.5,24.5,11.5,204001.0,22022
10676,2022-12-04,Harrison Barnes,SAC vs. CHI,13.5,5.5,1.5,0.5,0.5,1.5,20.5,18.5,15.5,,203084.0,22022
10677,2022-12-04,Kevin Huerter,SAC vs. CHI,14.5,3.5,2.5,,0.5,2.5,20.5,,17.5,6.5,1628989.0,22022
10678,2022-12-04,Kevin Durant,BKN vs. BOS,28.5,6.5,5.5,1.5,0.5,1.5,40.5,,33.5,12.5,201142.0,22022
10679,2022-12-04,Kentavious Caldwell-Pope,DEN @ NOR,,,,0.5,0.5,1.5,,,,,203484.0,22022
10680,2022-12-04,Al Horford,BOS @ BKN,9.5,6.5,3.5,0.5,0.5,,19.5,16.5,12.5,9.5,201143.0,22022
10681,2022-12-04,De'Aaron Fox,SAC vs. CHI,21.5,4.5,5.5,,0.5,1.5,32.5,25.5,27.5,10.5,1628368.0,22022
10682,2022-12-04,Zion Williamson,NOR vs. DEN,,7.5,5.5,0.5,0.5,0.5,,,,13.5,1629627.0,22022
10683,2022-12-04,Marvin Bagley III,DET vs. MEM,13.5,6.5,0.5,0.5,0.5,0.5,21.5,20.5,14.5,7.5,1628963.0,22022
10684,2022-12-04,Immanuel Quickley,NYK vs. CLE,10.5,3.5,2.5,0.5,0.5,,16.5,,,6.5,1630193.0,22022
10685,2022-12-04,Jayson Tatum,BOS @ BKN,29.5,,,0.5,1.5,,42.5,37.5,33.5,12.5,1628369.0,22022
10686,2022-12-04,Zach LaVine,CHI @ SAC,22.5,4.5,4.5,0.5,,,31.5,26.5,26.5,8.5,203897.0,22022
10687,2022-12-04,Jonas Valanciunas,NOR vs. DEN,,,2.5,0.5,,0.5,,,,,202685.0,22022
10688,2022-12-05,Giannis Antetokounmpo,MIL @ ORL,32.5,,5.5,1.5,0.5,0.5,,,36.5,17.5,203507.0,22022
10689,2022-12-05,Dejounte Murray,ATL vs. OKC,21.5,,,,,1.5,,,27.5,,1627749.0,22022
10690,2022-12-05,Bam Adebayo,MIA @ MEM,19.5,,2.5,0.5,1.5,,31.5,29.5,22.5,,1628389.0,22022
10691,2022-12-05,Stephen Curry,GSW vs. IND,30.5,,6.5,0.5,1.5,,,35.5,36.5,12.5,201939.0,22022
10692,2022-12-05,James Harden,PHI @ HOU,18.5,5.5,8.5,,0.5,2.5,33.5,23.5,25.5,13.5,201935.0,22022
10693,2022-12-05,Kyle Lowry,MIA @ MEM,13.5,4.5,5.5,,1.5,2.5,23.5,19.5,19.5,,200768.0,22022
10694,2022-12-05,Marcus Morris Sr.,LAC @ CHA,13.5,,1.5,,0.5,1.5,,,14.5,,202694.0,22022
10695,2022-12-05,Fred VanVleet,TOR vs. BOS,16.5,3.5,5.5,0.5,,2.5,26.5,20.5,23.5,9.5,1627832.0,22022
10696,2022-12-05,Joel Embiid,PHI @ HOU,31.5,9.5,3.5,1.5,0.5,,45.5,41.5,35.5,14.5,203954.0,22022
10697,2022-12-05,Bol Bol,ORL vs. MIL,,,1.5,,,0.5,,,12.5,,1629626.0,22022
10698,2022-12-05,Franz Wagner,ORL vs. MIL,17.5,3.5,2.5,,0.5,1.5,24.5,21.5,20.5,6.5,1630532.0,22022
10699,2022-12-05,Klay Thompson,GSW vs. IND,20.5,,2.5,,,4.5,27.5,24.5,22.5,6.5,202691.0,22022
10700,2022-12-05,Devin Booker,PHO @ DAL,30.5,5.5,6.5,,0.5,2.5,41.5,34.5,35.5,11.5,1626164.0,22022
10701,2022-12-05,Aleksej Pokusevski,OKC @ ATL,7.5,4.5,1.5,0.5,0.5,0.5,14.5,14.5,9.5,,1630197.0,22022
10702,2022-12-05,Tre Mann,OKC @ ATL,7.5,2.5,1.5,0.5,0.5,1.5,11.5,10.5,9.5,3.5,1630544.0,22022
10703,2022-12-05,Paolo Banchero,ORL vs. MIL,19.5,,2.5,0.5,0.5,1.5,,,22.5,,1631094.0,22022
10704,2022-12-05,Tyler Herro,MIA @ MEM,19.5,5.5,3.5,0.5,0.5,2.5,29.5,26.5,23.5,9.5,1629639.0,22022
10705,2022-12-05,Eric Gordon,HOU vs. PHI,10.5,1.5,1.5,0.5,,1.5,13.5,12.5,12.5,3.5,201569.0,22022
10706,2022-12-05,Theo Maledon,CHA vs. LAC,6.5,2.5,,0.5,0.5,0.5,,9.5,10.5,,1630177.0,22022
10707,2022-12-05,Marcus Smart,BOS @ TOR,11.5,3.5,,0.5,0.5,1.5,22.5,15.5,19.5,10.5,203935.0,22022
10708,2022-12-05,Caleb Martin,MIA @ MEM,9.5,3.5,1.5,,0.5,1.5,14.5,15.5,10.5,5.5,1628997.0,22022
10709,2022-12-05,Spencer Dinwiddie,DAL vs. PHO,14.5,2.5,4.5,0.5,0.5,2.5,22.5,17.5,19.5,7.5,203915.0,22022
10710,2022-12-05,Christian Wood,DAL vs. PHO,15.5,7.5,1.5,0.5,,1.5,25.5,24.5,17.5,9.5,1626174.0,22022
10711,2022-12-05,Jayson Tatum,BOS @ TOR,28.5,,4.5,0.5,0.5,,41.5,37.5,34.5,13.5,1628369.0,22022
10712,2022-12-05,Scottie Barnes,TOR vs. BOS,14.5,6.5,4.5,0.5,0.5,1.5,26.5,22.5,19.5,11.5,1630567.0,22022
10713,2022-12-05,Clint Capela,ATL vs. OKC,12.5,,0.5,1.5,0.5,,,,13.5,,203991.0,22022
10714,2022-12-05,Draymond Green,GSW vs. IND,9.5,7.5,7.5,0.5,1.5,,24.5,16.5,16.5,14.5,203110.0,22022
10715,2022-12-05,Cameron Payne,PHO @ DAL,14.5,,6.5,0.5,0.5,1.5,24.5,17.5,21.5,9.5,1626166.0,22022
10716,2022-12-05,Blake Griffin,BOS @ TOR,,4.5,,0.5,,0.5,,11.5,,6.5,201933.0,22022
10717,2022-12-05,Dorian Finney-Smith,DAL vs. PHO,9.5,3.5,,,0.5,1.5,14.5,13.5,10.5,5.5,1627827.0,22022
10718,2022-12-05,Jalen Smith,IND @ GSW,14.5,7.5,,1.5,,1.5,23.5,20.5,15.5,9.5,1630188.0,22022
10719,2022-12-05,Chris Boucher,TOR vs. BOS,9.5,,,0.5,,0.5,,,9.5,,1628449.0,22022
10720,2022-12-05,Kelly Oubre Jr.,CHA vs. LAC,19.5,5.5,,,1.5,1.5,26.5,25.5,21.5,7.5,1626162.0,22022
10721,2022-12-05,Damion Lee,PHO @ DAL,8.5,4.5,1.5,0.5,,1.5,14.5,,10.5,5.5,1627814.0,22022
10722,2022-12-05,Maxi Kleber,DAL vs. PHO,5.5,3.5,1.5,0.5,,0.5,10.5,9.5,6.5,4.5,1628467.0,22022
10723,2022-12-05,Luka Doncic,DAL vs. PHO,31.5,8.5,8.5,,1.5,2.5,48.5,40.5,39.5,16.5,1629029.0,22022
10724,2022-12-05,P.J. Washington,CHA vs. LAC,15.5,4.5,2.5,0.5,0.5,1.5,23.5,20.5,18.5,,1629023.0,22022
10725,2022-12-05,Kenyon Martin Jr.,HOU vs. PHI,7.5,,0.5,,,0.5,,,,,1630231.0,22022
10726,2022-12-05,Terry Rozier,CHA vs. LAC,21.5,4.5,6.5,0.5,0.5,2.5,32.5,26.5,28.5,,1626179.0,22022
10727,2022-12-05,Jalen McDaniels,CHA vs. LAC,11.5,4.5,2.5,0.5,0.5,1.5,19.5,16.5,13.5,7.5,1629667.0,22022
10728,2022-12-05,P.J. Tucker,PHI @ HOU,3.5,3.5,,0.5,0.5,0.5,,7.5,,4.5,200782.0,22022
10729,2022-12-05,Bobby Portis Jr.,MIL @ ORL,15.5,,1.5,0.5,0.5,,27.5,25.5,16.5,,,22022
10730,2022-12-05,Mason Plumlee,CHA vs. LAC,9.5,,3.5,0.5,0.5,,,,13.5,,203486.0,22022
10731,2022-12-05,Mikal Bridges,PHO @ DAL,15.5,5.5,3.5,,0.5,,24.5,20.5,18.5,8.5,1628969.0,22022
10732,2022-12-05,Luguentz Dort,OKC @ ATL,14.5,,2.5,0.5,0.5,1.5,20.5,18.5,16.5,,1629652.0,22022
10733,2022-12-05,Reggie Jackson,LAC @ CHA,,,3.5,0.5,0.5,1.5,,,,,202704.0,22022
10734,2022-12-05,Jalen Williams,OKC @ ATL,11.5,,,0.5,0.5,0.5,18.5,13.5,12.5,6.5,1631114.0,22022
10735,2022-12-05,Moritz Wagner,ORL vs. MIL,12.5,6.5,1.5,0.5,0.5,1.5,20.5,18.5,14.5,,1629021.0,22022
10736,2022-12-05,Nick Richards,CHA vs. LAC,8.5,5.5,0.5,0.5,0.5,,14.5,13.5,8.5,6.5,1630208.0,22022
10737,2022-12-05,Jrue Holiday,MIL @ ORL,18.5,4.5,6.5,0.5,1.5,2.5,28.5,22.5,24.5,10.5,201950.0,22022
10738,2022-12-05,Kawhi Leonard,LAC @ CHA,,,2.5,,0.5,,,,,,202695.0,22022
10739,2022-12-05,Dwight Powell,DAL vs. PHO,4.5,,0.5,,,,,,5.5,,203939.0,22022
10740,2022-12-05,Kevon Looney,GSW vs. IND,8.5,,,0.5,0.5,,19.5,16.5,10.5,11.5,1626172.0,22022
10741,2022-12-05,Ivica Zubac,LAC @ CHA,11.5,12.5,1.5,1.5,,,24.5,23.5,12.5,13.5,1627826.0,22022
10742,2022-12-05,Jaylen Brown,BOS @ TOR,25.5,6.5,3.5,0.5,0.5,2.5,36.5,32.5,29.5,11.5,1627759.0,22022
10743,2022-12-05,Ja Morant,MEM vs. MIA,27.5,5.5,7.5,,,1.5,41.5,,,,1629630.0,22022
10744,2022-12-05,Steven Adams,MEM vs. MIA,8.5,11.5,2.5,0.5,0.5,,23.5,20.5,11.5,14.5,203500.0,22022
10745,2022-12-05,Kevin Porter Jr.,HOU vs. PHI,17.5,4.5,5.5,,0.5,1.5,27.5,22.5,22.5,10.5,1629645.0,22022
10746,2022-12-05,Alperen Sengun,HOU vs. PHI,13.5,7.5,2.5,0.5,0.5,,23.5,21.5,15.5,9.5,1630578.0,22022
10747,2022-12-05,Jabari Smith Jr.,HOU vs. PHI,11.5,,0.5,0.5,0.5,1.5,18.5,17.5,12.5,7.5,1631095.0,22022
10748,2022-12-05,OG Anunoby,TOR vs. BOS,18.5,5.5,1.5,,1.5,1.5,26.5,24.5,20.5,7.5,,22022
10749,2022-12-05,Tyus Jones,MEM vs. MIA,15.5,3.5,6.5,0.5,0.5,2.5,25.5,18.5,,9.5,1626145.0,22022
10750,2022-12-05,Josh Giddey,OKC @ ATL,15.5,7.5,5.5,0.5,0.5,0.5,29.5,23.5,22.5,13.5,1630581.0,22022
10751,2022-12-05,Jordan Poole,GSW vs. IND,22.5,2.5,4.5,,0.5,3.5,30.5,25.5,27.5,7.5,1629673.0,22022
10752,2022-12-05,Trae Young,ATL vs. OKC,,,9.5,0.5,0.5,,,,,,1629027.0,22022
10753,2022-12-05,Shai Gilgeous-Alexander,OKC @ ATL,30.5,4.5,6.5,0.5,1.5,,41.5,35.5,36.5,10.5,1628983.0,22022
10754,2022-12-05,Pascal Siakam,TOR vs. BOS,22.5,8.5,5.5,,1.5,1.5,36.5,31.5,27.5,13.5,1627783.0,22022
10755,2022-12-05,Tobias Harris,PHI @ HOU,16.5,,,0.5,0.5,1.5,25.5,22.5,19.5,8.5,202699.0,22022
10756,2022-12-05,Tari Eason,HOU vs. PHI,7.5,,0.5,,0.5,,12.5,12.5,8.5,5.5,1631106.0,22022
10757,2022-12-05,Tim Hardaway Jr.,DAL vs. PHO,15.5,3.5,1.5,0.5,0.5,2.5,21.5,18.5,17.5,5.5,203501.0,22022
10758,2022-12-05,Dillon Brooks,MEM vs. MIA,,4.5,,0.5,1.5,3.5,,,,,1628415.0,22022
10759,2022-12-05,Jalen Johnson,ATL vs. OKC,,,,1.5,,,,,,,1630552.0,22022
10760,2022-12-05,De'Anthony Melton,PHI @ HOU,12.5,4.5,2.5,0.5,1.5,2.5,19.5,,15.5,,1629001.0,22022
10761,2022-12-05,Jeremiah Robinson-Earl,OKC @ ATL,10.5,,0.5,,0.5,1.5,18.5,16.5,11.5,,1630526.0,22022
10762,2022-12-05,Jalen Green,HOU vs. PHI,,3.5,3.5,0.5,0.5,,29.5,25.5,25.5,7.5,1630224.0,22022
10763,2022-12-05,AJ Griffin,ATL vs. OKC,,,,0.5,1.5,,,,,,1631100.0,22022
10764,2022-12-05,Myles Turner,IND @ GSW,,,,2.5,0.5,1.5,,,,,1626167.0,22022
10765,2022-12-05,Cole Anthony,ORL vs. MIL,,,,0.5,0.5,1.5,,,,,1630175.0,22022
10766,2022-12-05,Aaron Nesmith,IND @ GSW,,,,0.5,1.5,,,,,,1630174.0,22022
10767,2022-12-05,Andrew Nembhard,IND @ GSW,,3.5,,0.5,1.5,1.5,,,,,1629614.0,22022
10768,2022-12-05,Terrence Ross,ORL vs. MIL,,,,0.5,0.5,1.5,,,,,203082.0,22022
10769,2022-12-05,Ish Wainright,PHO @ DAL,,,1.5,0.5,,0.5,,,,,1630688.0,22022
10770,2022-12-05,Buddy Hield,IND @ GSW,,4.5,,0.5,1.5,3.5,,,,,1627741.0,22022
10771,2022-12-05,Deandre Ayton,PHO @ DAL,17.5,,1.5,0.5,,0.5,,27.5,19.5,12.5,1629028.0,22022
10772,2022-12-05,Bennedict Mathurin,IND @ GSW,,,,,,1.5,,,,,1631097.0,22022
10773,2022-12-06,Evan Mobley,CLE vs. LAL,13.5,9.5,2.5,,0.5,,,24.5,,12.5,1630596.0,22022
10774,2022-12-06,Anthony Davis,LAL @ CLE,27.5,12.5,2.5,1.5,,,41.5,38.5,28.5,14.5,203076.0,22022
10775,2022-12-06,Caris LeVert,CLE vs. LAL,,3.5,2.5,0.5,0.5,0.5,14.5,11.5,10.5,5.5,1627747.0,22022
10776,2022-12-06,Jaden Ivey,DET @ MIA,14.5,4.5,3.5,,0.5,1.5,23.5,19.5,19.5,8.5,1631093.0,22022
10777,2022-12-06,Spencer Dinwiddie,DAL @ DEN,14.5,2.5,4.5,0.5,0.5,2.5,22.5,18.5,19.5,,203915.0,22022
10778,2022-12-06,Dorian Finney-Smith,DAL @ DEN,7.5,3.5,1.5,,0.5,1.5,,11.5,9.5,4.5,1627827.0,22022
10779,2022-12-06,Isaiah Stewart,DET @ MIA,9.5,7.5,0.5,0.5,0.5,1.5,17.5,17.5,10.5,8.5,1630191.0,22022
10780,2022-12-06,Russell Westbrook III,LAL @ CLE,12.5,4.5,6.5,0.5,0.5,0.5,23.5,,19.5,10.5,,22022
10781,2022-12-06,Luka Doncic,DAL @ DEN,32.5,7.5,8.5,,1.5,2.5,49.5,39.5,39.5,16.5,1629029.0,22022
10782,2022-12-06,Max Strus,MIA vs. DET,14.5,,2.5,0.5,,2.5,20.5,18.5,17.5,5.5,1629622.0,22022
10783,2022-12-06,Jimmy Butler,MIA vs. DET,20.5,,5.5,,,,32.5,26.5,25.5,,202710.0,22022
10784,2022-12-06,Lamar Stevens,CLE vs. LAL,8.5,3.5,,,,,12.5,11.5,8.5,4.5,1630205.0,22022
10785,2022-12-06,Kevin Love,CLE vs. LAL,10.5,,1.5,0.5,,1.5,,,12.5,,201567.0,22022
10786,2022-12-06,Lonnie Walker IV,LAL @ CLE,12.5,2.5,1.5,0.5,0.5,1.5,17.5,15.5,14.5,3.5,1629022.0,22022
10787,2022-12-06,Nikola Jokic,DEN vs. DAL,24.5,10.5,,,1.5,0.5,44.5,36.5,33.5,19.5,203999.0,22022
10788,2022-12-06,Jamal Murray,DEN vs. DAL,20.5,3.5,,0.5,0.5,2.5,28.5,23.5,24.5,9.5,1627750.0,22022
10789,2022-12-06,Dwight Powell,DAL @ DEN,4.5,,,,,,,,,,203939.0,22022
10790,2022-12-06,Bruce Brown Jr.,DEN vs. DAL,12.5,4.5,3.5,,0.5,1.5,21.5,,16.5,,,22022
10791,2022-12-06,Christian Wood,DAL @ DEN,15.5,7.5,1.5,0.5,,1.5,25.5,24.5,17.5,9.5,1626174.0,22022
10792,2022-12-06,Maxi Kleber,DAL @ DEN,5.5,,1.5,0.5,,1.5,10.5,9.5,7.5,,1628467.0,22022
10793,2022-12-06,Saddiq Bey,DET @ MIA,11.5,2.5,1.5,0.5,,,16.5,14.5,13.5,4.5,1630180.0,22022
10794,2022-12-06,Caleb Martin,MIA vs. DET,12.5,4.5,2.5,,1.5,,19.5,17.5,14.5,7.5,1628997.0,22022
10795,2022-12-06,Donovan Mitchell,CLE vs. LAL,27.5,3.5,4.5,0.5,,3.5,34.5,29.5,31.5,8.5,1628378.0,22022
10796,2022-12-06,Kyle Lowry,MIA vs. DET,13.5,4.5,6.5,,1.5,1.5,25.5,19.5,21.5,11.5,200768.0,22022
10797,2022-12-06,Patrick Beverley,LAL @ CLE,,2.5,,,0.5,0.5,,,,,201976.0,22022
10798,2022-12-06,Killian Hayes,DET @ MIA,,3.5,,0.5,1.5,1.5,,,,,1630165.0,22022
10799,2022-12-06,Reggie Bullock,DAL @ DEN,,2.5,0.5,0.5,0.5,0.5,,,,2.5,203493.0,22022
10800,2022-12-06,Bojan Bogdanovic,DET @ MIA,18.5,3.5,2.5,0.5,,2.5,24.5,,20.5,5.5,202711.0,22022
10801,2022-12-06,Alec Burks,DET @ MIA,9.5,2.5,1.5,0.5,,,12.5,12.5,11.5,4.5,202692.0,22022
10802,2022-12-06,Dennis Schroder,LAL @ CLE,,2.5,3.5,0.5,0.5,0.5,,,,6.5,203471.0,22022
10803,2022-12-06,LeBron James,LAL @ CLE,26.5,,6.5,0.5,,,40.5,33.5,32.5,,2544.0,22022
10804,2022-12-06,Bam Adebayo,MIA vs. DET,,,3.5,0.5,0.5,,34.5,32.5,25.5,13.5,1628389.0,22022
10805,2022-12-06,Tim Hardaway Jr.,DAL @ DEN,15.5,2.5,1.5,0.5,0.5,3.5,20.5,18.5,17.5,4.5,203501.0,22022
10806,2022-12-06,Aaron Gordon,DEN vs. DAL,14.5,6.5,1.5,,,0.5,24.5,22.5,16.5,9.5,203932.0,22022
10807,2022-12-06,Austin Reaves,LAL @ CLE,7.5,2.5,1.5,0.5,,0.5,12.5,,9.5,4.5,1630559.0,22022
10808,2022-12-06,Tyler Herro,MIA vs. DET,21.5,6.5,,0.5,0.5,2.5,33.5,,26.5,11.5,1629639.0,22022
10809,2022-12-06,Darius Garland,CLE vs. LAL,23.5,2.5,8.5,0.5,,,34.5,25.5,31.5,11.5,1629636.0,22022
10810,2022-12-06,Marvin Bagley III,DET @ MIA,,,0.5,,,0.5,18.5,17.5,11.5,7.5,1628963.0,22022
10811,2022-12-06,Troy Brown Jr.,LAL @ CLE,,2.5,0.5,0.5,,0.5,7.5,7.5,,,1628972.0,22022
10812,2022-12-06,Jarrett Allen,CLE vs. LAL,12.5,,1.5,,0.5,,23.5,,14.5,,1628386.0,22022
10813,2022-12-06,Cedi Osman,CLE vs. LAL,,,,0.5,0.5,,,,,,1626224.0,22022
10814,2022-12-06,Josh Green,DAL @ DEN,,2.5,1.5,0.5,0.5,0.5,,,,,1630182.0,22022
10815,2022-12-07,Giannis Antetokounmpo,MIL vs. SAC,30.5,11.5,4.5,,0.5,0.5,,,,,203507.0,22022
10816,2022-12-07,Klay Thompson,GSW @ UTH,22.5,,3.5,0.5,0.5,4.5,30.5,26.5,26.5,6.5,202691.0,22022
10817,2022-12-07,Derrick White,BOS @ PHO,9.5,2.5,,0.5,0.5,1.5,14.5,13.5,11.5,,1628401.0,22022
10818,2022-12-07,Jayson Tatum,BOS @ PHO,28.5,8.5,3.5,0.5,0.5,,41.5,37.5,32.5,12.5,1628369.0,22022
10819,2022-12-07,Jaylen Brown,BOS @ PHO,25.5,6.5,3.5,0.5,0.5,2.5,35.5,32.5,28.5,10.5,1627759.0,22022
