,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,Player_Name,POS,TEAM,Off_Days,TEAM_ID
102,22021,1630173,0022100790,2022-02-04,TOR vs. ATL,W,19,4,6,0.667,2,2,1.0,0,0,0.0,0,3,3,0,0,1,1,2,10,3,1,Precious Achiuwa,Forward,TOR,1,1610612761
103,22021,1630173,0022100810,2022-02-07,TOR @ CHA,W,15,1,3,0.333,0,1,0.0,3,4,0.75,2,2,4,1,1,0,2,0,5,3,1,Precious Achiuwa,Forward,TOR,3,1610612761
104,22021,1630173,0022100827,2022-02-09,TOR @ OKC,W,19,2,7,0.286,0,1,0.0,0,0,0.0,3,4,7,1,1,0,0,1,4,5,1,Precious Achiuwa,Forward,TOR,2,1610612761
105,22021,1630173,0022100834,2022-02-10,TOR @ HOU,W,14,2,3,0.667,0,0,0.0,2,2,1.0,1,3,4,2,0,1,2,2,6,-8,1,Precious Achiuwa,Forward,TOR,1,1610612761
106,22021,1630173,0022100850,2022-02-12,TOR vs. DEN,L,11,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,2,1,Precious Achiuwa,Forward,TOR,2,1610612761
107,22021,1630173,0022100863,2022-02-14,TOR @ NOP,L,15,1,4,0.25,1,1,1.0,3,4,0.75,0,5,5,1,0,0,1,3,6,-11,1,Precious Achiuwa,Forward,TOR,2,1610612761
108,22021,1630173,0022100880,2022-02-16,TOR @ MIN,W,21,5,9,0.556,1,3,0.333,0,0,0.0,2,4,6,1,0,0,0,2,11,12,1,Precious Achiuwa,Forward,TOR,2,1610612761
109,22021,1630173,0022100896,2022-02-25,TOR @ CHA,L,24,3,8,0.375,0,2,0.0,3,7,0.429,1,4,5,0,2,1,2,0,9,-6,1,Precious Achiuwa,Forward,TOR,9,1610612761
110,22021,1630173,0022100906,2022-02-26,TOR @ ATL,L,30,8,12,0.667,2,3,0.667,3,3,1.0,2,7,9,2,1,0,2,4,21,7,1,Precious Achiuwa,Forward,TOR,1,1610612761
111,22021,1630173,0022100726,2022-02-28,TOR @ BKN,W,24,8,14,0.571,3,5,0.6,1,3,0.333,3,5,8,4,0,0,2,1,20,25,1,Precious Achiuwa,Forward,TOR,2,1610612761
